% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.103	1	2	11	4	1	28	749	1
0.103	1	3	11	4	2	28	749	1
0.103	1	1	11	4	3	28	749	1
0.103	1	2	11	4	1	28	749	2
0.103	1	3	11	4	2	28	749	2
0.103	1	1	11	4	3	28	749	2
0.104	1	2	11	5	1	28	749	0
0.104	1	3	11	5	2	28	749	0
0.104	1	1	11	5	3	28	749	0
0.104	1	2	11	5	1	28	749	1
0.104	1	3	11	5	2	28	749	1
0.104	1	1	11	5	3	28	749	1
0.104	1	2	11	5	1	28	749	2
0.104	1	3	11	5	2	28	749	2
0.104	1	1	11	5	3	28	749	2
0.105	1	2	11	6	1	28	749	0
0.105	1	3	11	6	2	28	749	0
0.105	1	1	11	6	3	28	749	0
0.105	1	2	11	6	1	28	749	1
0.105	1	3	11	6	2	28	749	1
0.105	1	1	11	6	3	28	749	1
0.105	1	2	11	6	1	28	749	2
0.105	1	3	11	6	2	28	749	2
0.105	1	1	11	6	3	28	749	2
0.106	1	2	11	7	1	28	749	0
0.106	1	3	11	7	2	28	749	0
0.106	1	1	11	7	3	28	749	0
0.106	1	2	11	7	1	28	749	1
0.106	1	3	11	7	2	28	749	1
0.106	1	1	11	7	3	28	749	1
0.106	1	2	11	7	1	28	749	2
0.106	1	3	11	7	2	28	749	2
0.106	1	1	11	7	3	28	749	2
0.107	1	2	11	8	1	28	749	0
0.107	1	3	11	8	2	28	749	0
0.107	1	1	11	8	3	28	749	0
0.107	1	2	11	8	1	28	749	1
0.107	1	3	11	8	2	28	749	1
0.107	1	1	11	8	3	28	749	1
0.107	1	2	11	8	1	28	749	2
0.107	1	3	11	8	2	28	749	2
0.107	1	1	11	8	3	28	749	2
0.108	1	2	11	9	1	28	749	0
0.108	1	3	11	9	2	28	749	0
0.108	1	1	11	9	3	28	749	0
0.108	1	2	11	9	1	28	749	1
0.108	1	3	11	9	2	28	749	1
0.108	1	1	11	9	3	28	749	1
0.108	1	2	11	9	1	28	749	2
0.108	1	3	11	9	2	28	749	2
0.108	1	1	11	9	3	28	749	2
0.109	1	2	11	10	1	28	749	0
0.109	1	3	11	10	2	28	749	0
0.109	1	1	11	10	3	28	749	0
0.109	1	2	11	10	1	28	749	1
0.109	1	3	11	10	2	28	749	1
0.109	1	1	11	10	3	28	749	1
0.109	1	2	11	10	1	28	749	2
0.109	1	3	11	10	2	28	749	2
0.109	1	1	11	10	3	28	749	2
0.11	1	2	12	1	1	28	749	0
0.11	1	3	12	1	2	28	749	0
0.11	1	1	12	1	3	28	749	0
0.11	1	2	12	1	1	28	749	1
0.11	1	3	12	1	2	28	749	1
0.11	1	1	12	1	3	28	749	1
0.11	1	2	12	1	1	28	749	2
0.11	1	3	12	1	2	28	749	2
0.11	1	1	12	1	3	28	749	2
0.111	1	2	12	2	1	28	749	0
0.111	1	3	12	2	2	28	749	0
0.111	1	1	12	2	3	28	749	0
0.111	1	2	12	2	1	28	749	1
0.111	1	3	12	2	2	28	749	1
0.111	1	1	12	2	3	28	749	1
0.111	1	2	12	2	1	28	749	2
0.111	1	3	12	2	2	28	749	2
0.111	1	1	12	2	3	28	749	2
0.112	1	2	12	3	1	28	749	0
0.112	1	3	12	3	2	28	749	0
0.112	1	1	12	3	3	28	749	0
0.112	1	2	12	3	1	28	749	1
0.112	1	3	12	3	2	28	749	1
0.112	1	1	12	3	3	28	749	1
0.112	1	2	12	3	1	28	749	2
0.112	1	3	12	3	2	28	749	2
0.112	1	1	12	3	3	28	749	2
0.113	1	2	12	4	1	28	749	0
0.113	1	3	12	4	2	28	749	0
0.113	1	1	12	4	3	28	749	0
0.113	1	2	12	4	1	28	749	1
0.113	1	3	12	4	2	28	749	1
0.113	1	1	12	4	3	28	749	1
0.113	1	2	12	4	1	28	749	2
0.113	1	3	12	4	2	28	749	2
0.113	1	1	12	4	3	28	749	2
0.114	1	2	12	5	1	28	749	0
0.114	1	3	12	5	2	28	749	0
0.114	1	1	12	5	3	28	749	0
0.114	1	2	12	5	1	28	749	1
0.114	1	3	12	5	2	28	749	1
0.114	1	1	12	5	3	28	749	1
0.114	1	2	12	5	1	28	749	2
0.114	1	3	12	5	2	28	749	2
0.114	1	1	12	5	3	28	749	2
0.115	1	2	12	6	1	28	749	0
0.115	1	3	12	6	2	28	749	0
0.115	1	1	12	6	3	28	749	0
0.115	1	2	12	6	1	28	749	1
0.115	1	3	12	6	2	28	749	1
0.115	1	1	12	6	3	28	749	1
0.115	1	2	12	6	1	28	749	2
0.115	1	3	12	6	2	28	749	2
0.115	1	1	12	6	3	28	749	2
0.116	1	2	12	7	1	28	749	0
0.116	1	3	12	7	2	28	749	0
0.116	1	1	12	7	3	28	749	0
0.116	1	2	12	7	1	28	749	1
0.116	1	3	12	7	2	28	749	1
0.116	1	1	12	7	3	28	749	1
0.116	1	2	12	7	1	28	749	2
0.116	1	3	12	7	2	28	749	2
0.116	1	1	12	7	3	28	749	2
0.117	1	2	12	8	1	28	749	0
0.117	1	3	12	8	2	28	749	0
0.117	1	1	12	8	3	28	749	0
0.117	1	2	12	8	1	28	749	1
0.117	1	3	12	8	2	28	749	1
0.117	1	1	12	8	3	28	749	1
0.117	1	2	12	8	1	28	749	2
0.117	1	3	12	8	2	28	749	2
0.117	1	1	12	8	3	28	749	2
0.118	1	2	12	9	1	28	749	0
0.118	1	3	12	9	2	28	749	0
0.118	1	1	12	9	3	28	749	0
0.118	1	2	12	9	1	28	749	1
0.118	1	3	12	9	2	28	749	1
0.118	1	1	12	9	3	28	749	1
0.118	1	2	12	9	1	28	749	2
0.118	1	3	12	9	2	28	749	2
0.118	1	1	12	9	3	28	749	2
0.119	1	2	12	10	1	28	749	0
0.119	1	3	12	10	2	28	749	0
0.119	1	1	12	10	3	28	749	0
0.119	1	2	12	10	1	28	749	1
0.119	1	3	12	10	2	28	749	1
0.119	1	1	12	10	3	28	749	1
0.119	1	2	12	10	1	28	749	2
0.119	1	3	12	10	2	28	749	2
0.119	1	1	12	10	3	28	749	2
0.12	1	2	13	1	1	28	749	0
0.12	1	3	13	1	2	28	749	0
0.12	1	1	13	1	3	28	749	0
0.12	1	2	13	1	1	28	749	1
0.12	1	3	13	1	2	28	749	1
0.12	1	1	13	1	3	28	749	1
0.12	1	2	13	1	1	28	749	2
0.12	1	3	13	1	2	28	749	2
0.12	1	1	13	1	3	28	749	2
0.121	1	2	13	2	1	28	749	0
0.121	1	3	13	2	2	28	749	0
0.121	1	1	13	2	3	28	749	0
0.121	1	2	13	2	1	28	749	1
0.121	1	3	13	2	2	28	749	1
0.121	1	1	13	2	3	28	749	1
0.121	1	2	13	2	1	28	749	2
0.121	1	3	13	2	2	28	749	2
0.121	1	1	13	2	3	28	749	2
0.122	1	2	13	3	1	28	749	0
0.122	1	3	13	3	2	28	749	0
0.122	1	1	13	3	3	28	749	0
0.122	1	2	13	3	1	28	749	1
0.122	1	3	13	3	2	28	749	1
0.122	1	1	13	3	3	28	749	1
0.122	1	2	13	3	1	28	749	2
0.122	1	3	13	3	2	28	749	2
0.122	1	1	13	3	3	28	749	2
0.123	1	2	13	4	1	28	749	0
0.123	1	3	13	4	2	28	749	0
0.123	1	1	13	4	3	28	749	0
0.123	1	2	13	4	1	28	749	1
0.123	1	3	13	4	2	28	749	1
0.123	1	1	13	4	3	28	749	1
0.123	1	2	13	4	1	28	749	2
0.123	1	3	13	4	2	28	749	2
0.123	1	1	13	4	3	28	749	2
0.124	1	2	13	5	1	28	749	0
0.124	1	3	13	5	2	28	749	0
0.124	1	1	13	5	3	28	749	0
0.124	1	2	13	5	1	28	749	1
0.124	1	3	13	5	2	28	749	1
0.124	1	1	13	5	3	28	749	1
0.124	1	2	13	5	1	28	749	2
0.124	1	3	13	5	2	28	749	2
0.124	1	1	13	5	3	28	749	2
0.125	1	2	13	6	1	28	749	0
0.125	1	3	13	6	2	28	749	0
0.125	1	1	13	6	3	28	749	0
0.125	1	2	13	6	1	28	749	1
0.125	1	3	13	6	2	28	749	1
0.125	1	1	13	6	3	28	749	1
0.125	1	2	13	6	1	28	749	2
0.125	1	3	13	6	2	28	749	2
0.125	1	1	13	6	3	28	749	2
0.126	1	2	13	7	1	28	749	0
0.126	1	3	13	7	2	28	749	0
0.126	1	1	13	7	3	28	749	0
0.126	1	2	13	7	1	28	749	1
0.126	1	3	13	7	2	28	749	1
0.126	1	1	13	7	3	28	749	1
0.126	1	2	13	7	1	28	749	2
0.126	1	3	13	7	2	28	749	2
0.126	1	1	13	7	3	28	749	2
0.127	1	2	13	8	1	28	749	0
0.127	1	3	13	8	2	28	749	0
0.127	1	1	13	8	3	28	749	0
0.127	1	2	13	8	1	28	749	1
0.127	1	3	13	8	2	28	749	1
0.127	1	1	13	8	3	28	749	1
0.127	1	2	13	8	1	28	749	2
0.127	1	3	13	8	2	28	749	2
0.127	1	1	13	8	3	28	749	2
0.128	1	2	13	9	1	28	749	0
0.128	1	3	13	9	2	28	749	0
0.128	1	1	13	9	3	28	749	0
0.128	1	2	13	9	1	28	749	1
0.128	1	3	13	9	2	28	749	1
0.128	1	1	13	9	3	28	749	1
0.128	1	2	13	9	1	28	749	2
0.128	1	3	13	9	2	28	749	2
0.128	1	1	13	9	3	28	749	2
0.129	1	2	13	10	1	28	749	0
0.129	1	3	13	10	2	28	749	0
0.129	1	1	13	10	3	28	749	0
0.129	1	2	13	10	1	28	749	1
0.129	1	3	13	10	2	28	749	1
0.129	1	1	13	10	3	28	749	1
0.129	1	2	13	10	1	28	749	2
0.129	1	3	13	10	2	28	749	2
0.129	1	1	13	10	3	28	749	2
0.13	1	2	14	1	1	28	749	0
0.13	1	3	14	1	2	28	749	0
0.13	1	1	14	1	3	28	749	0
0.13	1	2	14	1	1	28	749	1
0.13	1	3	14	1	2	28	749	1
0.13	1	1	14	1	3	28	749	1
0.13	1	2	14	1	1	28	749	2
0.13	1	3	14	1	2	28	749	2
0.13	1	1	14	1	3	28	749	2
0.131	1	2	14	2	1	28	749	0
0.131	1	3	14	2	2	28	749	0
0.131	1	1	14	2	3	28	749	0
0.131	1	2	14	2	1	28	749	1
0.131	1	3	14	2	2	28	749	1
0.131	1	1	14	2	3	28	749	1
0.131	1	2	14	2	1	28	749	2
0.131	1	3	14	2	2	28	749	2
0.131	1	1	14	2	3	28	749	2
0.132	1	2	14	3	1	28	749	0
0.132	1	3	14	3	2	28	749	0
0.132	1	1	14	3	3	28	749	0
0.132	1	2	14	3	1	28	749	1
0.132	1	3	14	3	2	28	749	1
0.132	1	1	14	3	3	28	749	1
0.132	1	2	14	3	1	28	749	2
0.132	1	3	14	3	2	28	749	2
0.132	1	1	14	3	3	28	749	2
0.133	1	2	14	4	1	28	749	0
0.133	1	3	14	4	2	28	749	0
0.133	1	1	14	4	3	28	749	0
0.133	1	2	14	4	1	28	749	1
0.133	1	3	14	4	2	28	749	1
0.133	1	1	14	4	3	28	749	1
0.133	1	2	14	4	1	28	749	2
0.133	1	3	14	4	2	28	749	2
0.133	1	1	14	4	3	28	749	2
0.134	1	2	14	5	1	28	749	0
0.134	1	3	14	5	2	28	749	0
0.134	1	1	14	5	3	28	749	0
0.134	1	2	14	5	1	28	749	1
0.134	1	3	14	5	2	28	749	1
0.134	1	1	14	5	3	28	749	1
0.134	1	2	14	5	1	28	749	2
0.134	1	3	14	5	2	28	749	2
0.134	1	1	14	5	3	28	749	2
0.135	1	2	14	6	1	28	749	0
0.135	1	3	14	6	2	28	749	0
0.135	1	1	14	6	3	28	749	0
0.135	1	2	14	6	1	28	749	1
0.135	1	3	14	6	2	28	749	1
0.135	1	1	14	6	3	28	749	1
0.135	1	2	14	6	1	28	749	2
0.135	1	3	14	6	2	28	749	2
0.135	1	1	14	6	3	28	749	2
0.136	1	2	14	7	1	28	749	0
0.136	1	3	14	7	2	28	749	0
0.136	1	1	14	7	3	28	749	0
0.136	1	2	14	7	1	28	749	1
0.136	1	3	14	7	2	28	749	1
0.136	1	1	14	7	3	28	749	1
0.136	1	2	14	7	1	28	749	2
0.136	1	3	14	7	2	28	749	2
0.136	1	1	14	7	3	28	749	2
0.137	1	2	14	8	1	28	749	0
0.137	1	3	14	8	2	28	749	0
0.137	1	1	14	8	3	28	749	0
0.137	1	2	14	8	1	28	749	1
0.137	1	3	14	8	2	28	749	1
0.137	1	1	14	8	3	28	749	1
0.137	1	2	14	8	1	28	749	2
0.137	1	3	14	8	2	28	749	2
0.137	1	1	14	8	3	28	749	2
0.138	1	2	14	9	1	28	749	0
0.138	1	3	14	9	2	28	749	0
0.138	1	1	14	9	3	28	749	0
0.138	1	2	14	9	1	28	749	1
0.138	1	3	14	9	2	28	749	1
0.138	1	1	14	9	3	28	749	1
0.138	1	2	14	9	1	28	749	2
0.138	1	3	14	9	2	28	749	2
0.138	1	1	14	9	3	28	749	2
0.139	1	2	14	10	1	28	749	0
0.139	1	3	14	10	2	28	749	0
0.139	1	1	14	10	3	28	749	0
0.139	1	2	14	10	1	28	749	1
0.139	1	3	14	10	2	28	749	1
0.139	1	1	14	10	3	28	749	1
0.139	1	2	14	10	1	28	749	2
0.139	1	3	14	10	2	28	749	2
0.139	1	1	14	10	3	28	749	2
0.14	1	2	15	1	1	28	749	0
0.14	1	3	15	1	2	28	749	0
0.14	1	1	15	1	3	28	749	0
0.14	1	2	15	1	1	28	749	1
0.14	1	3	15	1	2	28	749	1
0.14	1	1	15	1	3	28	749	1
0.14	1	2	15	1	1	28	749	2
0.14	1	3	15	1	2	28	749	2
0.14	1	1	15	1	3	28	749	2
0.141	1	2	15	2	1	28	749	0
0.141	1	3	15	2	2	28	749	0
0.141	1	1	15	2	3	28	749	0
0.141	1	2	15	2	1	28	749	1
0.141	1	3	15	2	2	28	749	1
0.141	1	1	15	2	3	28	749	1
0.141	1	2	15	2	1	28	749	2
0.141	1	3	15	2	2	28	749	2
0.141	1	1	15	2	3	28	749	2
0.142	1	2	15	3	1	28	749	0
0.142	1	3	15	3	2	28	749	0
0.142	1	1	15	3	3	28	749	0
0.142	1	2	15	3	1	28	749	1
0.142	1	3	15	3	2	28	749	1
0.142	1	1	15	3	3	28	749	1
0.142	1	2	15	3	1	28	749	2
0.142	1	3	15	3	2	28	749	2
0.142	1	1	15	3	3	28	749	2
0.143	1	2	15	4	1	28	749	0
0.143	1	3	15	4	2	28	749	0
0.143	1	1	15	4	3	28	749	0
0.143	1	2	15	4	1	28	749	1
0.143	1	3	15	4	2	28	749	1
0.143	1	1	15	4	3	28	749	1
0.143	1	2	15	4	1	28	749	2
0.143	1	3	15	4	2	28	749	2
0.143	1	1	15	4	3	28	749	2
0.144	1	2	15	5	1	28	749	0
0.144	1	3	15	5	2	28	749	0
0.144	1	1	15	5	3	28	749	0
0.144	1	2	15	5	1	28	749	1
0.144	1	3	15	5	2	28	749	1
0.144	1	1	15	5	3	28	749	1
0.144	1	2	15	5	1	28	749	2
0.144	1	3	15	5	2	28	749	2
0.144	1	1	15	5	3	28	749	2
0.145	1	2	15	6	1	28	749	0
0.145	1	3	15	6	2	28	749	0
0.145	1	1	15	6	3	28	749	0
0.145	1	2	15	6	1	28	749	1
0.145	1	3	15	6	2	28	749	1
0.145	1	1	15	6	3	28	749	1
0.145	1	2	15	6	1	28	749	2
0.145	1	3	15	6	2	28	749	2
0.145	1	1	15	6	3	28	749	2
0.146	1	2	15	7	1	28	749	0
0.146	1	3	15	7	2	28	749	0
0.146	1	1	15	7	3	28	749	0
0.146	1	2	15	7	1	28	749	1
0.146	1	3	15	7	2	28	749	1
0.146	1	1	15	7	3	28	749	1
0.146	1	2	15	7	1	28	749	2
0.146	1	3	15	7	2	28	749	2
0.146	1	1	15	7	3	28	749	2
0.147	1	2	15	8	1	28	749	0
0.147	1	3	15	8	2	28	749	0
0.147	1	1	15	8	3	28	749	0
0.147	1	2	15	8	1	28	749	1
0.147	1	3	15	8	2	28	749	1
0.147	1	1	15	8	3	28	749	1
0.147	1	2	15	8	1	28	749	2
0.147	1	3	15	8	2	28	749	2
0.147	1	1	15	8	3	28	749	2
0.148	1	2	15	9	1	28	749	0
0.148	1	3	15	9	2	28	749	0
0.148	1	1	15	9	3	28	749	0
0.148	1	2	15	9	1	28	749	1
0.148	1	3	15	9	2	28	749	1
0.148	1	1	15	9	3	28	749	1
0.148	1	2	15	9	1	28	749	2
0.148	1	3	15	9	2	28	749	2
0.148	1	1	15	9	3	28	749	2
0.149	1	2	15	10	1	28	749	0
0.149	1	3	15	10	2	28	749	0
0.149	1	1	15	10	3	28	749	0
0.149	1	2	15	10	1	28	749	1
0.149	1	3	15	10	2	28	749	1
0.149	1	1	15	10	3	28	749	1
0.149	1	2	15	10	1	28	749	2
0.149	1	3	15	10	2	28	749	2
0.149	1	1	15	10	3	28	749	2
0.15	1	2	16	1	1	28	749	0
0.15	1	3	16	1	2	28	749	0
0.15	1	1	16	1	3	28	749	0
0.15	1	2	16	1	1	28	749	1
0.15	1	3	16	1	2	28	749	1
0.15	1	1	16	1	3	28	749	1
0.15	1	2	16	1	1	28	749	2
0.15	1	3	16	1	2	28	749	2
0.15	1	1	16	1	3	28	749	2
0.151	1	2	16	2	1	28	749	0
0.151	1	3	16	2	2	28	749	0
0.151	1	1	16	2	3	28	749	0
0.151	1	2	16	2	1	28	749	1
0.151	1	3	16	2	2	28	749	1
0.151	1	1	16	2	3	28	749	1
0.151	1	2	16	2	1	28	749	2
0.151	1	3	16	2	2	28	749	2
0.151	1	1	16	2	3	28	749	2
0.152	1	2	16	3	1	28	749	0
0.152	1	3	16	3	2	28	749	0
0.152	1	1	16	3	3	28	749	0
0.152	1	2	16	3	1	28	749	1
0.152	1	3	16	3	2	28	749	1
0.152	1	1	16	3	3	28	749	1
0.152	1	2	16	3	1	28	749	2
0.152	1	3	16	3	2	28	749	2
0.152	1	1	16	3	3	28	749	2
0.153	1	2	16	4	1	28	749	0
0.153	1	3	16	4	2	28	749	0
0.153	1	1	16	4	3	28	749	0
0.153	1	2	16	4	1	28	749	1
0.153	1	3	16	4	2	28	749	1
0.153	1	1	16	4	3	28	749	1
0.153	1	2	16	4	1	28	749	2
0.153	1	3	16	4	2	28	749	2
0.153	1	1	16	4	3	28	749	2
0.154	1	2	16	5	1	28	749	0
0.154	1	3	16	5	2	28	749	0
0.154	1	1	16	5	3	28	749	0
0.154	1	2	16	5	1	28	749	1
0.154	1	3	16	5	2	28	749	1
0.154	1	1	16	5	3	28	749	1
0.154	1	2	16	5	1	28	749	2
0.154	1	3	16	5	2	28	749	2
0.154	1	1	16	5	3	28	749	2
0.155	1	2	16	6	1	28	749	0
0.155	1	3	16	6	2	28	749	0
0.155	1	1	16	6	3	28	749	0
0.155	1	2	16	6	1	28	749	1
0.155	1	3	16	6	2	28	749	1
0.155	1	1	16	6	3	28	749	1
0.155	1	2	16	6	1	28	749	2
0.155	1	3	16	6	2	28	749	2
0.155	1	1	16	6	3	28	749	2
0.156	1	2	16	7	1	28	749	0
0.156	1	3	16	7	2	28	749	0
0.156	1	1	16	7	3	28	749	0
0.156	1	2	16	7	1	28	749	1
0.156	1	3	16	7	2	28	749	1
0.156	1	1	16	7	3	28	749	1
0.156	1	2	16	7	1	28	749	2
0.156	1	3	16	7	2	28	749	2
0.156	1	1	16	7	3	28	749	2
0.157	1	2	16	8	1	28	749	0
0.157	1	3	16	8	2	28	749	0
0.157	1	1	16	8	3	28	749	0
0.157	1	2	16	8	1	28	749	1
0.157	1	3	16	8	2	28	749	1
0.157	1	1	16	8	3	28	749	1
0.157	1	2	16	8	1	28	749	2
0.157	1	3	16	8	2	28	749	2
0.157	1	1	16	8	3	28	749	2
0.158	1	2	16	9	1	28	749	0
0.158	1	3	16	9	2	28	749	0
0.158	1	1	16	9	3	28	749	0
0.158	1	2	16	9	1	28	749	1
0.158	1	3	16	9	2	28	749	1
0.158	1	1	16	9	3	28	749	1
0.158	1	2	16	9	1	28	749	2
0.158	1	3	16	9	2	28	749	2
0.158	1	1	16	9	3	28	749	2
0.159	1	2	16	10	1	28	749	0
0.159	1	3	16	10	2	28	749	0
0.159	1	1	16	10	3	28	749	0
0.159	1	2	16	10	1	28	749	1
0.159	1	3	16	10	2	28	749	1
0.159	1	1	16	10	3	28	749	1
0.159	1	2	16	10	1	28	749	2
0.159	1	3	16	10	2	28	749	2
0.159	1	1	16	10	3	28	749	2
0.16	1	2	17	1	1	28	749	0
0.16	1	3	17	1	2	28	749	0
0.16	1	1	17	1	3	28	749	0
0.16	1	2	17	1	1	28	749	1
0.16	1	3	17	1	2	28	749	1
0.16	1	1	17	1	3	28	749	1
0.16	1	2	17	1	1	28	749	2
0.16	1	3	17	1	2	28	749	2
0.16	1	1	17	1	3	28	749	2
0.161	1	2	17	2	1	28	749	0
0.161	1	3	17	2	2	28	749	0
0.161	1	1	17	2	3	28	749	0
0.161	1	2	17	2	1	28	749	1
0.161	1	3	17	2	2	28	749	1
0.161	1	1	17	2	3	28	749	1
0.161	1	2	17	2	1	28	749	2
0.161	1	3	17	2	2	28	749	2
0.161	1	1	17	2	3	28	749	2
0.162	1	2	17	3	1	28	749	0
0.162	1	3	17	3	2	28	749	0
0.162	1	1	17	3	3	28	749	0
0.162	1	2	17	3	1	28	749	1
0.162	1	3	17	3	2	28	749	1
0.162	1	1	17	3	3	28	749	1
0.162	1	2	17	3	1	28	749	2
0.162	1	3	17	3	2	28	749	2
0.162	1	1	17	3	3	28	749	2
0.163	1	2	17	4	1	28	749	0
0.163	1	3	17	4	2	28	749	0
0.163	1	1	17	4	3	28	749	0
0.163	1	2	17	4	1	28	749	1
0.163	1	3	17	4	2	28	749	1
0.163	1	1	17	4	3	28	749	1
0.163	1	2	17	4	1	28	749	2
0.163	1	3	17	4	2	28	749	2
0.163	1	1	17	4	3	28	749	2
0.164	1	2	17	5	1	28	749	0
0.164	1	3	17	5	2	28	749	0
0.164	1	1	17	5	3	28	749	0
0.164	1	2	17	5	1	28	749	1
0.164	1	3	17	5	2	28	749	1
0.164	1	1	17	5	3	28	749	1
0.164	1	2	17	5	1	28	749	2
0.164	1	3	17	5	2	28	749	2
0.164	1	1	17	5	3	28	749	2
0.165	1	2	17	6	1	28	749	0
0.165	1	3	17	6	2	28	749	0
0.165	1	1	17	6	3	28	749	0
0.165	1	2	17	6	1	28	749	1
0.165	1	3	17	6	2	28	749	1
0.165	1	1	17	6	3	28	749	1
0.165	1	2	17	6	1	28	749	2
0.165	1	3	17	6	2	28	749	2
0.165	1	1	17	6	3	28	749	2
0.166	1	2	17	7	1	28	749	0
0.166	1	3	17	7	2	28	749	0
0.166	1	1	17	7	3	28	749	0
0.166	1	2	17	7	1	28	749	1
0.166	1	3	17	7	2	28	749	1
0.166	1	1	17	7	3	28	749	1
0.166	1	2	17	7	1	28	749	2
0.166	1	3	17	7	2	28	749	2
0.166	1	1	17	7	3	28	749	2
0.167	1	2	17	8	1	28	749	0
0.167	1	3	17	8	2	28	749	0
0.167	1	1	17	8	3	28	749	0
0.167	1	2	17	8	1	28	749	1
0.167	1	3	17	8	2	28	749	1
0.167	1	1	17	8	3	28	749	1
0.167	1	2	17	8	1	28	749	2
0.167	1	3	17	8	2	28	749	2
0.167	1	1	17	8	3	28	749	2
0.168	1	2	17	9	1	28	749	0
0.168	1	3	17	9	2	28	749	0
0.168	1	1	17	9	3	28	749	0
0.168	1	2	17	9	1	28	749	1
0.168	1	3	17	9	2	28	749	1
0.168	1	1	17	9	3	28	749	1
0.168	1	2	17	9	1	28	749	2
0.168	1	3	17	9	2	28	749	2
0.168	1	1	17	9	3	28	749	2
0.169	1	2	17	10	1	28	749	0
0.169	1	3	17	10	2	28	749	0
0.169	1	1	17	10	3	28	749	0
0.169	1	2	17	10	1	28	749	1
0.169	1	3	17	10	2	28	749	1
0.169	1	1	17	10	3	28	749	1
0.169	1	2	17	10	1	28	749	2
0.169	1	3	17	10	2	28	749	2
0.169	1	1	17	10	3	28	749	2
0.17	1	2	18	1	1	28	749	0
0.17	1	3	18	1	2	28	749	0
0.17	1	1	18	1	3	28	749	0
0.17	1	2	18	1	1	28	749	1
0.17	1	3	18	1	2	28	749	1
0.17	1	1	18	1	3	28	749	1
0.17	1	2	18	1	1	28	749	2
0.17	1	3	18	1	2	28	749	2
0.17	1	1	18	1	3	28	749	2
0.171	1	2	18	2	1	28	749	0
0.171	1	3	18	2	2	28	749	0
0.171	1	1	18	2	3	28	749	0
0.171	1	2	18	2	1	28	749	1
0.171	1	3	18	2	2	28	749	1
0.171	1	1	18	2	3	28	749	1
0.171	1	2	18	2	1	28	749	2
0.171	1	3	18	2	2	28	749	2
0.171	1	1	18	2	3	28	749	2
0.172	1	2	18	3	1	28	749	0
0.172	1	3	18	3	2	28	749	0
0.172	1	1	18	3	3	28	749	0
0.172	1	2	18	3	1	28	749	1
0.172	1	3	18	3	2	28	749	1
0.172	1	1	18	3	3	28	749	1
0.172	1	2	18	3	1	28	749	2
0.172	1	3	18	3	2	28	749	2
0.172	1	1	18	3	3	28	749	2
0.173	1	2	18	4	1	28	749	0
0.173	1	3	18	4	2	28	749	0
0.173	1	1	18	4	3	28	749	0
0.173	1	2	18	4	1	28	749	1
0.173	1	3	18	4	2	28	749	1
0.173	1	1	18	4	3	28	749	1
0.173	1	2	18	4	1	28	749	2
0.173	1	3	18	4	2	28	749	2
0.173	1	1	18	4	3	28	749	2
0.174	1	2	18	5	1	28	749	0
0.174	1	3	18	5	2	28	749	0
0.174	1	1	18	5	3	28	749	0
0.174	1	2	18	5	1	28	749	1
0.174	1	3	18	5	2	28	749	1
0.174	1	1	18	5	3	28	749	1
0.174	1	2	18	5	1	28	749	2
0.174	1	3	18	5	2	28	749	2
0.174	1	1	18	5	3	28	749	2
0.175	1	2	18	6	1	28	749	0
0.175	1	3	18	6	2	28	749	0
0.175	1	1	18	6	3	28	749	0
0.175	1	2	18	6	1	28	749	1
0.175	1	3	18	6	2	28	749	1
0.175	1	1	18	6	3	28	749	1
0.175	1	2	18	6	1	28	749	2
0.175	1	3	18	6	2	28	749	2
0.175	1	1	18	6	3	28	749	2
0.176	1	2	18	7	1	28	749	0
0.176	1	3	18	7	2	28	749	0
0.176	1	1	18	7	3	28	749	0
0.176	1	2	18	7	1	28	749	1
0.176	1	3	18	7	2	28	749	1
0.176	1	1	18	7	3	28	749	1
0.176	1	2	18	7	1	28	749	2
0.176	1	3	18	7	2	28	749	2
0.176	1	1	18	7	3	28	749	2
0.177	1	2	18	8	1	28	749	0
0.177	1	3	18	8	2	28	749	0
0.177	1	1	18	8	3	28	749	0
0.177	1	2	18	8	1	28	749	1
0.177	1	3	18	8	2	28	749	1
0.177	1	1	18	8	3	28	749	1
0.177	1	2	18	8	1	28	749	2
0.177	1	3	18	8	2	28	749	2
0.177	1	1	18	8	3	28	749	2
0.178	1	2	18	9	1	28	749	0
0.178	1	3	18	9	2	28	749	0
0.178	1	1	18	9	3	28	749	0
0.178	1	2	18	9	1	28	749	1
0.178	1	3	18	9	2	28	749	1
0.178	1	1	18	9	3	28	749	1
0.178	1	2	18	9	1	28	749	2
0.178	1	3	18	9	2	28	749	2
0.178	1	1	18	9	3	28	749	2
0.179	1	2	18	10	1	28	749	0
0.179	1	3	18	10	2	28	749	0
0.179	1	1	18	10	3	28	749	0
0.179	1	2	18	10	1	28	749	1
0.179	1	3	18	10	2	28	749	1
0.179	1	1	18	10	3	28	749	1
0.179	1	2	18	10	1	28	749	2
0.179	1	3	18	10	2	28	749	2
0.179	1	1	18	10	3	28	749	2
0.18	1	2	19	1	1	28	749	0
0.18	1	3	19	1	2	28	749	0
0.18	1	1	19	1	3	28	749	0
0.18	1	2	19	1	1	28	749	1
0.18	1	3	19	1	2	28	749	1
0.18	1	1	19	1	3	28	749	1
0.18	1	2	19	1	1	28	749	2
0.18	1	3	19	1	2	28	749	2
